image_id,raw_range,eft_range
0,2.670288e-05,0.0
1,2.0980835e-05,0.0
2,6.866455e-05,0.0
3,0.00011634827,0.0
4,3.0517578e-05,0.0
5,6.866455e-05,0.0
6,3.0517578e-05,0.0
7,2.4795532e-05,0.0
8,6.580353e-05,0.0
9,4.5776367e-05,0.0
10,0.00010681152,0.0
11,3.8146973e-05,0.0
12,3.2424927e-05,0.0
13,5.340576e-05,0.0
14,7.6293945e-05,0.0
15,4.196167e-05,0.0
16,2.861023e-05,0.0
17,3.4332275e-05,0.0
18,1.7166138e-05,0.0
19,1.9073486e-05,0.0
20,4.9591064e-05,1.9073486e-06
21,4.5776367e-05,0.0
22,4.5776367e-05,0.0
23,4.9591064e-05,0.0
24,2.2888184e-05,0.0
25,9.1552734e-05,0.0
26,2.670288e-05,0.0
27,3.8146973e-05,0.0
28,7.6293945e-05,7.6293945e-06
29,5.340576e-05,0.0
30,3.4332275e-05,0.0
31,6.866455e-05,0.0
32,3.2424927e-05,0.0
33,4.196167e-05,0.0
34,3.8146973e-05,0.0
35,9.918213e-05,0.0
36,2.2888184e-05,0.0
37,6.1035156e-05,0.0
38,1.04904175e-05,0.0
39,7.6293945e-05,0.0
40,6.1035156e-05,0.0
41,3.0517578e-05,0.0
42,1.9073486e-05,0.0
43,8.583069e-06,0.0
44,2.861023e-05,0.0
45,4.9591064e-05,0.0
46,5.722046e-05,0.0
47,1.5258789e-05,0.0
48,3.8146973e-05,0.0
49,3.0517578e-05,0.0
50,4.5776367e-05,0.0
51,2.0980835e-05,0.0
52,3.4332275e-05,1.9073486e-06
53,3.4332275e-05,0.0
54,7.6293945e-05,0.0
55,4.196167e-05,0.0
56,3.4332275e-05,0.0
57,4.9591064e-05,0.0
58,3.8146973e-05,0.0
59,5.4359436e-05,0.0
60,6.1035156e-05,0.0
61,2.3841858e-05,0.0
62,2.0980835e-05,4.7683716e-07
63,2.670288e-05,0.0
64,5.340576e-05,0.0
65,1.1444092e-05,0.0
66,3.8146973e-05,0.0
67,3.8146973e-05,0.0
68,4.5776367e-05,0.0
69,6.866455e-05,0.0
70,3.8146973e-05,0.0
71,0.00012207031,0.0
72,0.000118255615,3.8146973e-06
73,3.8146973e-05,0.0
74,6.866455e-05,0.0
75,4.9591064e-05,0.0
76,3.0517578e-05,0.0
77,4.005432e-05,0.0
78,1.9073486e-05,0.0
79,4.196167e-05,0.0
80,2.861023e-05,0.0
81,4.7683716e-05,0.0
82,2.0980835e-05,0.0
83,3.0517578e-05,0.0
84,2.861023e-05,0.0
85,3.4332275e-05,0.0
86,4.196167e-05,0.0
87,2.0980835e-05,0.0
88,6.866455e-05,0.0
89,7.6293945e-05,0.0
90,3.0517578e-05,0.0
91,5.340576e-05,0.0
92,2.670288e-05,0.0
93,5.722046e-05,0.0
94,6.866455e-05,0.0
95,3.2424927e-05,0.0
96,3.8146973e-05,1.9073486e-06
97,5.340576e-05,0.0
98,6.1035156e-05,0.0
99,5.722046e-05,0.0
100,4.196167e-05,0.0
101,6.866455e-05,0.0
102,6.1035156e-05,0.0
103,3.0517578e-05,0.0
104,2.861023e-05,0.0
105,3.0517578e-05,0.0
106,0.00010108948,0.0
107,4.196167e-05,0.0
108,3.8146973e-05,0.0
109,2.670288e-05,0.0
110,4.2915344e-05,0.0
111,4.196167e-05,0.0
112,6.1035156e-05,0.0
113,3.2424927e-05,0.0
114,4.196167e-05,0.0
115,1.9073486e-05,0.0
116,1.9073486e-05,0.0
117,3.8146973e-05,0.0
118,2.0980835e-05,0.0
119,2.193451e-05,0.0
120,6.1035156e-05,0.0
121,1.9073486e-05,0.0
122,2.2888184e-05,0.0
123,3.8146973e-05,0.0
124,4.5776367e-05,0.0
125,1.7166138e-05,0.0
126,8.392334e-05,0.0
127,9.1552734e-05,0.0
128,2.670288e-05,0.0
129,4.5776367e-05,0.0
130,6.1035156e-05,0.0
131,7.6293945e-05,0.0
132,6.866455e-05,0.0
133,4.9591064e-05,0.0
134,3.0517578e-05,0.0
135,8.392334e-05,0.0
136,4.5776367e-05,0.0
137,6.484985e-05,0.0
138,7.6293945e-05,0.0
139,3.0517578e-05,0.0
140,2.670288e-05,0.0
141,3.8146973e-05,0.0
142,1.335144e-05,0.0
143,5.340576e-05,0.0
144,3.4332275e-05,0.0
145,6.1035156e-05,0.0
146,3.0517578e-05,0.0
147,2.670288e-05,0.0
148,4.9591064e-05,0.0
149,2.193451e-05,0.0
150,2.861023e-05,1.9073486e-06
151,3.6239624e-05,9.536743e-07
152,3.4332275e-05,0.0
153,1.9073486e-05,0.0
154,7.6293945e-05,0.0
155,4.9591064e-05,0.0
156,6.1035156e-05,0.0
157,4.5776367e-05,0.0
158,1.9073486e-05,0.0
159,1.335144e-05,0.0
160,2.4795532e-05,0.0
161,5.340576e-05,0.0
162,7.6293945e-05,0.0
163,3.4332275e-05,0.0
164,5.340576e-05,0.0
165,5.340576e-05,0.0
166,3.4332275e-05,0.0
167,7.6293945e-05,0.0
168,6.866455e-05,0.0
169,1.9073486e-05,0.0
170,1.9073486e-05,0.0
171,3.6239624e-05,0.0
172,1.7166138e-05,0.0
173,3.8146973e-05,0.0
174,9.536743e-06,0.0
175,1.5258789e-05,0.0
176,6.866455e-05,0.0
177,2.002716e-05,0.0
178,6.866455e-05,0.0
179,3.0517578e-05,0.0
180,6.866455e-05,0.0
181,3.0517578e-05,0.0
182,2.4795532e-05,0.0
183,0.00010681152,0.0
184,2.0980835e-05,0.0
185,2.670288e-05,0.0
186,2.0980835e-05,0.0
187,4.5776367e-05,0.0
188,0.00015258789,0.0
189,4.5776367e-05,0.0
190,5.9127808e-05,0.0
191,5.340576e-05,0.0
192,9.1552734e-05,0.0
193,1.9073486e-05,0.0
194,6.866455e-05,0.0
195,6.67572e-06,0.0
196,8.392334e-05,0.0
197,6.1035156e-05,0.0
198,3.0517578e-05,0.0
199,2.0980835e-05,0.0
200,2.4795532e-05,0.0
201,7.6293945e-05,0.0
202,5.722046e-05,0.0
203,5.340576e-05,0.0
204,6.1035156e-05,0.0
205,2.0980835e-05,0.0
206,3.6239624e-05,0.0
207,4.196167e-05,0.0
208,1.5258789e-05,0.0
209,3.8146973e-05,0.0
210,2.2888184e-05,0.0
211,2.2888184e-05,0.0
212,3.0517578e-05,0.0
213,1.7166138e-05,0.0
214,3.0517578e-05,0.0
215,6.484985e-05,0.0
216,3.4332275e-05,0.0
217,5.722046e-05,0.0
218,0.00010681152,0.0
219,3.6239624e-05,1.9073486e-06
220,3.8146973e-05,0.0
221,1.5258789e-05,0.0
222,2.002716e-05,0.0
223,4.196167e-05,0.0
224,4.9591064e-05,0.0
225,1.5258789e-05,0.0
226,3.0517578e-05,0.0
227,2.2888184e-05,0.0
228,6.484985e-05,0.0
229,1.9073486e-05,0.0
230,2.0980835e-05,0.0
231,2.670288e-05,0.0
232,4.7683716e-05,0.0
233,2.7656555e-05,0.0
234,2.0980835e-05,0.0
235,2.670288e-05,0.0
236,5.722046e-05,0.0
237,6.1035156e-05,0.0
238,3.0517578e-05,0.0
239,8.392334e-05,0.0
240,6.484985e-05,0.0
241,2.861023e-05,0.0
242,3.4332275e-05,0.0
243,3.4332275e-05,0.0
244,1.1444092e-05,0.0
245,1.335144e-05,0.0
246,9.1552734e-05,0.0
247,4.5776367e-05,0.0
248,3.4332275e-05,0.0
249,1.335144e-05,1.9073486e-06
250,2.4795532e-05,0.0
251,3.8146973e-05,0.0
252,3.0517578e-05,0.0
253,7.6293945e-05,0.0
254,3.0517578e-05,0.0
255,3.0517578e-05,0.0
256,1.5258789e-05,0.0
257,2.0980835e-05,0.0
258,2.0980835e-05,0.0
259,0.0,0.0
260,3.0517578e-05,0.0
261,3.2424927e-05,1.9073486e-06
262,4.5776367e-05,0.0
263,3.8146973e-05,0.0
264,1.9073486e-05,0.0
265,8.392334e-05,0.0
266,3.4332275e-05,0.0
267,9.918213e-05,0.0
268,2.9087067e-05,0.0
269,6.1035156e-05,0.0
270,4.005432e-05,0.0
271,5.722046e-05,0.0
272,6.1035156e-05,0.0
273,2.5749207e-05,0.0
274,3.0517578e-05,0.0
275,3.0517578e-05,0.0
276,7.6293945e-05,0.0
277,2.193451e-05,0.0
278,2.3841858e-05,0.0
279,6.866455e-05,0.0
280,1.5258789e-05,0.0
281,3.8146973e-05,0.0
282,2.670288e-05,0.0
283,3.4332275e-05,0.0
284,2.670288e-05,0.0
285,2.2888184e-05,0.0
286,4.5776367e-05,1.9073486e-06
287,4.196167e-05,0.0
288,6.1035156e-05,0.0
289,4.5776367e-05,0.0
290,2.9563904e-05,0.0
291,1.5258789e-05,0.0
292,4.9591064e-05,0.0
293,1.1444092e-05,0.0
294,5.340576e-05,0.0
295,2.670288e-05,0.0
296,0.00011444092,0.0
297,6.866455e-05,0.0
298,2.4795532e-05,0.0
299,2.4795532e-05,0.0
300,3.2424927e-05,0.0
301,4.196167e-05,0.0
302,6.866455e-05,0.0
303,1.7046928e-05,0.0
304,3.2424927e-05,0.0
305,8.392334e-05,0.0
306,1.7166138e-05,0.0
307,3.8146973e-05,0.0
308,3.0517578e-05,0.0
309,1.5258789e-05,0.0
310,3.0517578e-05,0.0
311,9.1552734e-05,0.0
312,8.010864e-05,0.0
313,4.5776367e-05,0.0
