Random1
First layer
-83.69200278825977+-39.80789420031701: 0.0
-31.598934604084373+-83.35893854993479: 3.552713678800501e-15
-34.156562035217824+-123.49989698857678: 7.105427357601002e-15
-172.60867504587102+-80.65675871890832: 0.0
-30.380231354301163+-51.04506217757784: 3.552713678800501e-15
-69.76761083321632+-76.01922583801056: -1.4210854715202004e-14
-253.26543376477935+-114.95787315401917: 1.4210854715202004e-14
-157.6564590237946+-61.74958408614262: 0.0
-81.425293531879+-92.44429794734475: -1.4210854715202004e-14
-368.2233069187985+-145.78683667122687: -5.684341886080802e-14
-219.40604310993723+11.282411347828651: -5.329070518200751e-15
-208.12363176210857+8.960224369029977: -1.0658141036401503e-14
-173.86959147922374+-29.28189575110879: -1.4210854715202004e-14
-199.1634073930786+-29.793863977769362: -1.4210854715202004e-14
-228.95727137084793+-3.482756348405207: 1.0658141036401503e-14
-203.15148723033252+-56.10996726915184: -2.842170943040401e-14
-514.0101435900253+-46.98398598920098: -2.1316282072803006e-14
-259.26145449948433+-50.524318883174374: 0.0
-560.9941295792263+-232.44002771925315: 2.842170943040401e-14
-793.4341572984795+-309.7857733826587: -1.1368683772161603e-13
4.936786552818332+9.225098494034182: -8.881784197001252e-16
21.56842009266723+-0.5076194396616228: 1.6653345369377348e-15
19.350552466958373+-1.9467844142943795: 1.5543122344752192e-15
15.65622738910645+1.0611027633948078: -8.881784197001252e-16
0.538005719393793+-2.2855712548992595: 0.0
21.060800653005604+-0.0371499046857349: -1.1379786002407855e-15
26.070723813388394+-1.4042306710807555: 1.7763568394002505e-15
20.210419888117375+-10.71495843194865: 0.0
35.864279214460986+-8.418297686871242: 0.0
-3.6283648476420987+36.970291552354865: -2.220446049250313e-15
0.32382977740058866+-13.41740716042808: 3.885780586188048e-16
8.3049883939297+17.40376805266399: 1.7763568394002505e-15
-9.930532588674964+0.200455839674624: -7.771561172376096e-16
6.005203033866214+5.589193802745566: 8.881784197001252e-16
1.7878835248832594+2.5903995900301147: -4.440892098500626e-16
25.70875644659369+1.4735842896381797: 6.661338147750939e-16
11.594396836611779+20.67856997922686: -3.552713678800501e-15
2.683541206688079+3.843347482719934: 0.0
2.4934965712431914+22.921478366826324: -4.440892098500626e-16
21.553224126107125+0.7995172828095323: 2.220446049250313e-16
32.27296681583864+-8.150706900471205: 1.7763568394002505e-15
-0.655551531761577+2.928072194351777: 0.0
9.51823134926247+-9.977028853464391: 0.0
6.41115592306594+5.1844653571435675: 8.881784197001252e-16
16.71733015250126+-6.226436190637864: 0.0
-10.638929174847316+23.913058361900323: 0.0
-0.45879750420192167+2.203141474824788: 0.0
5.117848267055791+3.4282762820645205: 8.881784197001252e-16
0.3834389223387015+2.1372006473631067: 1.6653345369377348e-16
11.595621280209507+5.778712967736167: -1.7763568394002505e-15
-2.9506921014506298+-0.09170486249555622: 9.71445146547012e-17
-13.371239821749562+1.4024718349271796: -4.440892098500626e-16
14.509657210545141+-11.968767986822382: 0.0
2.8486626752203175+1.4222842838212235: 2.220446049250313e-16
8.72953883184894+-9.73007674900034: 0.0
27.18234073623187+2.5408892237227594: -1.7763568394002505e-15
7.583920912560747+4.356152510797763: 8.881784197001252e-16
10.490893961863394+13.274129187053006: 1.7763568394002505e-15
4.776624485403999+2.520639569701808: 4.440892098500626e-16
-29.572992016730883+49.30650631975665: 0.0
8.54612454912031+-16.588643376169415: 0.0
1.7443439706228663+4.3782831149133745: 0.0
-2.5813037850215035+-3.9093070159286043: 4.440892098500626e-16
-1.1246876597351094+-0.5063536508110401: -1.1102230246251565e-16
-62.38090634770088+19.733514303025768: 3.552713678800501e-15
23.168023814781066+7.297264055105806: 0.0
24.666493142307637+26.283749721610686: 3.552713678800501e-15
11.940073423358509+3.1885485937506646: 8.881784197001252e-16
-21.285506052132042+0.10873961689477776: 8.049116928532385e-16
16.921254147702975+-0.11116789645974524: -1.457167719820518e-15
-1.0005379171513997+16.81008625124323: 0.0
2.9369019263641425+17.503709796112613: -8.881784197001252e-16
1.288916730783993+36.1264266067479: -2.4424906541753444e-15
-21.604498537034573+22.4212520300979: 0.0
-7.5972626362715+-3.228002647716687: 4.440892098500626e-16
14.161885046852515+-2.34085332282705: -4.440892098500626e-16
22.352741408916657+6.526888689408013: 1.7763568394002505e-15
2.2725206625902+-3.042396963946186: 0.0
20.89020311977554+-21.176766435237266: 0.0
-13.093577383027492+-6.277936792036412: 0.0
9.129864999000198+-3.787926866974381: 0.0
4.270946959041541+0.8243805596020856: 3.3306690738754696e-16
11.821031724025465+-10.825265283988188: 0.0
0.8167534930633273+28.879630098324668: 0.0
-0.2865633154617271+15.809548334091831: 0.0
32.35179929758788+-1.5296467411743682: -4.440892098500626e-16
33.76231013309104+37.415343337531894: -7.105427357601002e-15
23.7650231489164+-0.8898029558916917: 7.771561172376096e-16
5.341938132025817+1.347129190036529: -4.440892098500626e-16
-19.371514175063904+-6.490610800950108: 0.0
0.9957664400372774+-42.647392044675115: -1.7763568394002505e-15
-3.046557220383102+33.15664637236064: -1.7763568394002505e-15
-8.498877902197398+0.11857301950274728: -1.8041124150158794e-16
30.822152556413513+71.17765347062294: 0.0
30.11008915197754+37.01553587026596: 0.0
27.445981527589744+26.98972398930605: 0.0
25.83975240709424+30.465287869886872: -3.552713678800501e-15
9.597597636434742+-24.174767131207787: 0.0
4.6961761849638295+3.213435257927779: 0.0
15.128622017109173+6.105796071343433: -8.881784197001252e-16
5.095327518643626+-9.157359396016318: 0.0
-8.042518827049104+15.522985018630104: 0.0
-4.062031877372692+21.234418088452607: 8.881784197001252e-16
6.122627085536241+-3.2790525204633907: 0.0
-1.7475655355054664+7.909611442891609: 0.0
50.95024286391832+24.122259915367437: 0.0
101.99980602703646+-0.008116066053364217: -2.9802549317281546e-15
-0.769876301355986+21.02365074831987: -4.440892098500626e-16
20.253774446963885+0.8695334831117157: -7.771561172376096e-16
101.9916899609831+6.689067322062346: 3.552713678800501e-15
29.72322995995463+9.495461456168725: -1.7763568394002505e-15
39.218691416123356+56.30504027698112: -7.105427357601002e-15
22.875220193024706+33.34192670471277: -3.552713678800501e-15
-41.651625604637836+6.162045907386142: -1.7763568394002505e-15
-35.48957969725169+95.52373169310448: 0.0
7.480466191581+20.440611722476756: 1.7763568394002505e-15
67.1256250222435+-25.862124976014012: 3.552713678800501e-15
54.435705516895794+17.172386211079914: 3.552713678800501e-15
29.696383591387995+108.68075728304544: 1.0658141036401503e-14
71.6080917279757+2.84357456507285: -6.217248937900877e-15
21.1233079300756+-1.6310413105461494: -8.881784197001252e-16
-10.481000607951957+-8.38030488269465: 0.0
19.492266619529452+56.21714689773748: -7.105427357601002e-15
10.985870215945305+-14.577169494773045: 0.0
27.921077914057754+138.37714087443342: 7.105427357601002e-15
41.26350004622948+-56.51040812458418: 0.0
-15.2469080783547+17.374334247945676: 0.0
75.07250277928576+-3.5912992788277407: 7.105427357601002e-15
60.03415199585279+2.1274261695909757: 0.0
71.48120350045801+74.45166629304856: 0.0
75.70941351726694+145.93286979350657: 0.0
62.161578165443764+166.29821878849117: 7.105427357601002e-15
228.45979695393493+25.414974938069516: -3.552713678800501e-15
221.6422833107735+-18.861305490646608: -7.105427357601002e-15
202.7809778201269+253.87477189200445: 0.0
8.76671091763727+-9.208559016601537: 0.0
-0.27753796891273746+6.509057973373748: -1.6653345369377348e-16
6.231520004461011+-1.275267100402181: 2.220446049250313e-16
12.212172922953553+-1.9138875949625416: 6.661338147750939e-16
-22.059039946115327+-5.169256829022745: 8.881784197001252e-16
-2.0960343539767035+12.154108525063316: 0.0
10.29828532799101+-4.573340383881833: 0.0
3.8491200478562044+1.4327342298444967: 4.440892098500626e-16
-13.617765962717446+0.5223411947854657: 6.661338147750939e-16
-27.5279635882427+-0.7526232113534409: 3.3306690738754696e-16
13.821509680924384+1.6440995257482918: 0.0
8.069435796063665+-13.676383940043344: 0.0
9.952459954052932+-10.718972793664243: 0.0
28.605553967298267+0.8277692061325539: -6.661338147750939e-16
35.88576121732529+0.5920197743021314: 8.881784197001252e-16
5.724944944109177+-3.259064264576003: 0.0
4.95625290405883+31.671406465928452: -2.6645352591003757e-15
-0.7665128396113108+5.913308315694424: 0.0
3.313479382840863+1.073767044875015: 0.0
-29.71451932577084+0.037481843046946205: -1.2559397966072083e-15
-23.44972850300114+12.374501567003016: 0.0
-59.04244987260714+-27.228296775138073: -3.552713678800501e-15
-10.737588832350943+0.6434164106862896: -8.881784197001252e-16
-28.715850179784294+-16.176500724331913: 0.0
-17.179038394954986+-4.527922388548955: 0.0
-12.604600742492169+-27.74341548779317: 1.7763568394002505e-15
-24.06270198821917+2.9083481270773524: -8.881784197001252e-16
-18.291070704538612+-16.82545445228625: 0.0
36.47778099162742+2.271144021173728: 2.6645352591003757e-15
11.553976766958083+-14.263383470322935: 0.0
11.47159366976226+-0.9189029463336225: -2.220446049250313e-16
-43.49321231218647+0.08487350724305358: 7.077671781985373e-16
-21.154353861141818+36.627659369987285: 0.0
-40.34801623028534+19.322106350482834: 0.0
-8.072893305796786+1.9440556404400915: -2.220446049250313e-16
3.934228688122355+-9.882918900263176: 4.440892098500626e-16
4.854356085478615+15.465609206672676: 0.0
-4.4586820826159945+-4.157855172928317: 8.881784197001252e-16
-34.5153453938182+-42.86986051034221: 7.105427357601002e-15
-77.38520590416042+-1.1026728464962159: 3.1086244689504383e-15
-0.8394787980699079+3.987055205322851: -2.220446049250313e-16
-2.709406703364852+10.50691696505058: 0.0
-0.06828362797947367+-1.038109311318618: -4.163336342344337e-17
-0.4446783272611498+7.797510261685728: -3.885780586188048e-16
-10.447342892980787+-0.3034487456701429: 8.881784197001252e-16
-13.09542476793198+1.2910713042274977: 6.661338147750939e-16
0.6091254160670558+19.13096046303932: 6.661338147750939e-16
25.206526587877725+-12.39592114799844: 0.0
12.0448075610893+10.552690723428638: -1.7763568394002505e-15
15.473305508845467+-2.846223236871812: -8.881784197001252e-16
3.9902983682658557+-5.304006544836607: 0.0
38.748925012801145+-0.44184809896426636: -1.7763568394002505e-15
-11.804353463704484+-21.205419486105022: -3.552713678800501e-15
-1.9290358520476494+-26.08454285889028: 1.5543122344752192e-15
3.1475764072529433+-23.086752776477596: 1.7763568394002505e-15
29.43332317343082+-8.734016598949085: -1.7763568394002505e-15
-10.75079163865093+5.281854277700701: 0.0
38.30707691383688+-5.46893736095023: -1.7763568394002505e-15
-11.075226935998124+-21.70696078350394: -3.552713678800501e-15
-43.40833880494342+0.08143664309487501: -1.8041124150158794e-16
32.83813955288665+5.146795476083113: 0.0
-2.554624161210085+-11.554077293610495: -8.881784197001252e-16
-33.0097729498095+-19.939176369224654: 0.0
7.352831934424579+19.740085879106374: 0.0
-35.11652515682486+-6.616101655195362: 2.6645352591003757e-15
12.627082271973656+-41.73262681202023: 0.0
2.4658806795331745+-5.948690212140821: 0.0
-8.616537255544312+-4.755586523214873: 0.0
-43.326902161848544+23.56934002240259: 0.0
-29.105544540046573+-11.256964878573825: 0.0
-1.1063929392980916+22.59749828451794: 1.5543122344752192e-15
-0.9115337870770918+1.0050756284880797: 0.0
-13.372123778759185+-0.5323636470996206: -3.3306690738754696e-16
5.1479446479592035+-32.78218771950206: 0.0
4.387246427715878+-13.904487425858806: 0.0
-19.757562139445955+-28.01357871093793: 0.0
2.22668484127816+-0.8238074968435227: 0.0
10.058074171086613+-14.10870145482058: 0.0
-47.77114085038389+-9.517240998142928: -3.552713678800501e-15
-44.892350904116206+4.483667411800833: 2.6645352591003757e-15
-3.349283841866611+-4.0506272837339665: 0.0
-29.677037482723893+20.31996529215129: 0.0
12.810605439879286+-7.399911125600577: 0.0
-40.408683492315376+-1.3137081765707515: -2.220446049250313e-15
5.410694314278708+-1.6140106048908005: 0.0
-21.025909879802505+-6.54083948202822: -1.7763568394002505e-15
-21.400901596382003+10.741038081006476: 0.0
-27.566749361830723+-9.357072190572602: 0.0
-28.28058679959614+-1.8352774914058458: 1.3322676295501878e-15
-3.482809532607647+-10.094172421664652: -4.440892098500626e-16
-5.606948143979679+1.6289646029558194: 0.0
21.491105345219847+3.796683709387908: 1.3322676295501878e-15
25.287789054607753+-27.176371976376135: 0.0
-3.9779835410238595+-5.02623198831794: 0.0
-78.48787875065663+1.4028773444346374: -5.329070518200751e-15
-13.576981954272298+-6.128837665356694: 8.881784197001252e-16
-10.659863515375527+-36.923821552403325: 0.0
-41.722391668886125+-86.27074664774521: -7.105427357601002e-15
0.09354184141098798+-0.2286489742487522: 0.0
-27.63424307154286+37.984935028969765: 0.0
-127.99313831663133+-19.705819619628993: -1.0658141036401503e-14
-30.115864291001987+26.130368826194918: 0.0
-4.761718710936851+-9.0042155293418: 0.0
-3.9854954648070695+-47.58368506777885: -3.552713678800501e-15
-40.3625094186204+-77.08500140622199: 7.105427357601002e-15
20.69930657448174+27.092917813530953: 0.0
-57.28838184852681+-52.948949319034156: 0.0
-51.56918053258592+-0.1351071328377642: 2.886579864025407e-15
-1.888582921768382+47.79222438801269: 0.0
-117.4475108248424+-13.76593424027865: 3.552713678800501e-15
-51.704287665423685+-131.21344506512105: 7.105427357601002e-15
-147.6989579362603+-110.23733116756097: 2.842170943040401e-14
-182.91773273054474+45.90364146624431: -1.4210854715202004e-14
-257.9362891038213+10.350691957426907: 3.552713678800501e-15
-247.5855971463944+-137.01409126430042: 2.842170943040401e-14
18.793125702531235+-21.27617762264946: 0.0
-6.173047206566698+-10.320769822131382: 1.7763568394002505e-15
-2.0647247356656657+-34.42547731352833: -2.220446049250313e-15
-4.212374282283825+-0.19782060182696137: 3.3306690738754696e-16
-25.835380647772332+-0.14048354687311848: -1.3322676295501878e-15
-25.97586419464545+2.0009252762374246: 0.0
11.020988202841977+5.711857796341525: -8.881784197001252e-16
38.52475367440889+-29.906092725303548: 0.0
-20.8848104469914+17.18435083525923: 0.0
16.96604278723701+-16.493817028698082: 0.0
-1.8326769509841347+-16.281070338642014: -1.3322676295501878e-15
0.7862463668963867+-36.64032352617445: 1.2212453270876722e-15
1.7693606349413942+-16.375181135239682: -2.220446049250313e-16
-6.695628892081388+22.546284769411645: 0.0
-26.154374748502622+-0.015272969188035349: 6.522560269672795e-16
-23.974938918408025+-8.51141218760601: -1.7763568394002505e-15
0.16421433966737456+-1.9004136389711428: 2.7755575615628914e-17
0.4574709522528864+-5.713135122788303: 2.7755575615628914e-16
10.663249549846515+-18.113747289626147: 0.0
-3.5622570437143044+1.614387361337434: 0.0
-38.45800537558326+-19.104756782610735: 0.0
-2.9455239121485897+-27.78038340278379: 1.3322676295501878e-15
8.816447768798966+-7.779910908712392: 0.0
16.732845999183503+2.2001515192512615: 8.881784197001252e-16
-13.520941679099364+-2.152197993396618: -4.440892098500626e-16
15.850655877330258+-9.441722810366807: 0.0
-31.72075947422945+-44.057518624432596: -3.552713678800501e-15
-41.187829641125425+18.932997518434764: 0.0
1.0365368600865743+13.319610394962083: 0.0
5.596447997260196+4.84109844798779: 0.0
1.0879811339562253+3.8199376082306937: 4.440892098500626e-16
-26.16964771769066+-14.605820500298288: -1.7763568394002505e-15
-22.25483212269066+-10.542877857248229: -3.552713678800501e-15
5.485932317793458+-46.51529944256826: 2.6645352591003757e-15
-24.90893863202279+-1.4615538719598262: -6.661338147750939e-16
-9.376273853848549+-34.833591779924596: 3.552713678800501e-15
-1.5877824359595416+-2.8645494949375845: -4.440892098500626e-16
-7.450497739779632+7.258231365951498: 0.0
6.408933066963451+-1.5485323681604732: 2.220446049250313e-16
-15.673139672495982+-26.370492503982614: 0.0
4.907918742186919+-10.362313096748093: 0.0
14.356147255048658+-24.002729084190104: 0.0
-13.036230691087308+-35.64978945712696: 3.552713678800501e-15
5.319694638952945+-3.700895396854403: 0.0
0.47222575853892934+-35.85407715927806: 3.552713678800501e-15
-21.851071892892325+2.845103964092071: -8.881784197001252e-16
-15.925426785703099+-48.68602014821427: -3.552713678800501e-15
-5.255664170535417+-1.8215728257156036: -4.440892098500626e-16
-3.8574236258828094+0.42476852429962936: 5.551115123125783e-17
-6.156134536460405+-44.20986563377315: 1.7763568394002505e-15
-0.19226637382813383+-30.725907314932382: -8.881784197001252e-16
-43.201536541854246+-3.919498215870186: -1.3322676295501878e-15
3.9388644944879503+-75.77827809866204: 5.773159728050814e-15
0.8452416969421704+0.10904523351419768: -2.7755575615628914e-17
-18.302601766152424+-9.286636799397206: -1.7763568394002505e-15
-64.61144693391736+3.917198821721119: -3.1086244689504383e-15
-30.918173688760515+-2.483051920118225: 0.0
-32.79770997993889+44.70111636951688: 0.0
-1.9478696823768704+-60.69424811219624: -1.7763568394002505e-15
-3.7004596117321675+-31.458536116819324: -3.552713678800501e-15
-35.15899572855149+-21.952425192503352: 3.552713678800501e-15
19.483662604786428+-3.43265510158318: -4.440892098500626e-16
-4.148903427274501+-27.58923856554963: 0.0
4.8604006988029775+-1.7361992993037683: 2.220446049250313e-16
-9.646581829141446+-21.509479541085696: 0.0
3.124201399499209+-17.52930309825562: -8.881784197001252e-16
-40.775468217988944+-4.410194884110787: 0.0
-57.111420921054844+-0.6106545940904953: 2.6645352591003757e-15
-22.828133486648078+0.9542869304563681: -1.3322676295501878e-15
-2.79664871791364+-10.381233280597062: 8.881784197001252e-16
-41.02936712477481+-5.780014009051366: -2.6645352591003757e-15
8.618660949105344+3.571292557076564: 0.0
-15.361584518874585+-47.12103475772443: 1.7763568394002505e-15
-5.454394354561174+-4.452331930897126: 0.0
-14.405101698756411+-50.366000170233555: 7.105427357601002e-15
11.903406389577995+-22.90674133515938: 0.0
-33.40122560887874+-32.486351106014034: 0.0
-19.443657403827856+-35.38185140073914: 0.0
-54.825508804566994+-42.043632176478596: 0.0
-62.48261927659902+-10.278319531571752: -5.329070518200751e-15
-71.8394136041741+-2.3433387316849896: 4.884981308350689e-15
-74.18275233585909+-32.605550299672196: 7.105427357601002e-15
-19.005967928800253+-106.7883026355313: 7.105427357601002e-15
-125.79427056433155+-31.73814199282413: -3.552713678800501e-15
-157.53241255715568+-57.72207551514534: 7.105427357601002e-15
10.437546445247985+-72.76093880817076: -3.552713678800501e-15
-62.323392362922775+1.7026480919373657: 3.1086244689504383e-15
-7.8332699241905495+-0.04210385766369401: -1.6653345369377348e-16
-13.177881998510703+5.1022138726215545: 0.0
-9.9067262854583+1.6187992420985418: 4.440892098500626e-16
-46.80938113382617+-36.490202049194: -7.105427357601002e-15
-45.18566310209973+-4.3199164421744625: -2.6645352591003757e-15
-1.4207808410449143+-21.873846556191708: 1.7763568394002505e-15
-23.294627397236624+1.8481998342357022: -1.5543122344752192e-15
-64.77110186898997+-215.25448807230103: 0.0
-65.88757671489277+-49.50557954427419: 7.105427357601002e-15
-7.875373781854243+-11.003334945581386: 0.0
-60.62074427098541+1.42529191745206: 2.886579864025407e-15
-57.562762158194+-62.64211779457311: -7.105427357601002e-15
-31.156061370227143+-120.2048799527671: 7.105427357601002e-15
12.189953506181908+-7.07723699625102: 0.0
-8.075668125889148+-7.421326335446775: 0.0
5.1127165099308876+-59.195452353533355: -3.552713678800501e-15
-8.287927043359758+-151.36094132299425: 0.0
16.051007503203248+-21.44642756300092: 0.0
-54.082735843602464+-2.4106611368655217: -8.881784197001252e-16
-159.648868366354+-56.493396980467985: 7.105427357601002e-15
-83.29958318302016+-10.353788323551589: -5.329070518200751e-15
-115.39315625916697+-96.86914098104559: -1.4210854715202004e-14
-216.142265346822+-18.87870872743563: -7.105427357601002e-15
-235.02097407425762+-15.496994461335923: 7.105427357601002e-15
-280.025589941291+-212.26229724021255: 0.0
-5.395420059797672+-93.65337150657174: 0.0
-250.51796853559355+-492.28788718150355: -2.842170943040401e-14
-742.8058557170971+-99.04879156636942: 4.263256414560601e-14
-1.8146546998639488+-2.604913994467179: -2.220446049250313e-16
-4.419568694331128+8.574661210327047: 0.0
-23.209161128222263+13.531153756840496: 0.0
-16.44015340036469+1.5920904236488282: -4.440892098500626e-16
-7.2264045420977805+8.434110284710014: 0.0
-16.091238958814763+-0.5690855269645813: 3.3306690738754696e-16
1.0245188382320658+-3.640154858294976: -2.220446049250313e-16
-13.198364438818897+11.818056007156203: 0.0
11.313373592780355+-9.678007371381767: 0.0
6.29828280414775+-17.012800647078386: 0.0
-6.29138909591903+-2.822355379645086: -8.881784197001252e-16
5.410770158814576+0.951805800663731: -1.1102230246251565e-16
-18.61786486125582+-6.9566815607321875: 1.7763568394002505e-15
-2.0824258553311057+-2.694450698654869: 4.440892098500626e-16
9.430734489815709+-0.31095629809986647: -7.771561172376096e-16
0.1647989056695019+-0.647902711679296: 0.0
-5.291123388153102+-10.432774863175592: 8.881784197001252e-16
0.3663420001058219+-10.17383718954362: -4.996003610813204e-16
-14.84806297671586+-22.555703422551705: 1.7763568394002505e-15
-13.480586890081625+-0.45812053422650617: -3.885780586188048e-16
-6.536198206895372+14.59322984118375: -8.881784197001252e-16
-22.23087934405305+-18.120088988117487: 0.0
-1.0574979359233307+-10.838176122507658: 6.661338147750939e-16
-40.35096833217054+0.39107113743428645: -1.6653345369377348e-15
-1.8522283041422978+-3.8074727929041647: 0.0
-1.5936158630582107+-20.1628645980435: 6.661338147750939e-16
-11.567805821719045+1.5649457275079612: 0.0
-1.4163047276763585+-0.48310380600979413: -5.551115123125783e-17
-3.419153683459607+5.044054337230265: 0.0
-15.411387899308506+5.803756311375936: -8.881784197001252e-16
11.985298244660594+4.2107947893601985: 1.7763568394002505e-15
16.19609303402079+2.688617356394834: 1.3322676295501878e-15
-10.911231217652993+0.009832343466675643: 7.008282842946301e-16
16.884131469140783+-14.044303452652432: 0.0
4.1550925159959196+0.46772975214726853: 2.220446049250313e-16
-3.700515509969325+-1.1202001374734256: 0.0
-9.001677220168517+-39.95989719473625: 0.0
-11.89567405843099+0.18816115941013084: 3.885780586188048e-16
9.119778191715843+-2.673689258342527: 4.440892098500626e-16
6.917658374240357+2.839828016488351: 0.0
-4.0647121482030615+-1.3803084316626943: 0.0
10.473476245320002+14.676213354958488: -1.7763568394002505e-15
2.2585617222704584+-0.3028854406199214: -1.1102230246251565e-16
18.884710390415623+25.149689600278492: 3.552713678800501e-15
-1.8994085336861526+0.033570063104519716: 6.938893903907228e-18
-19.03234923850096+-11.707512899020859: 0.0
-24.678409395665575+10.571158932059415: 0.0
1.6249006537706583+-19.521767917267443: -8.881784197001252e-16
-21.756480461101713+-5.6597010970464625: -8.881784197001252e-16
-10.002860094211083+-27.416181558148175: -3.552713678800501e-15
-8.642154463703786+2.1971338064673356: 0.0
-9.113744475564115+1.2077057426122337: 0.0
-7.906038732951881+1.6456338064608749: -2.220446049250313e-16
-3.5364610120460207+-14.10725046360616: 1.3322676295501878e-15
-48.96157441490477+7.991882052671239: 2.6645352591003757e-15
-6.260404926491006+0.781775539432123: 3.3306690738754696e-16
-5.445020579865756+3.480677555655326: 0.0
6.362575959478307+1.0637115558477148: -2.220446049250313e-16
-37.40376639926757+-0.7765274550756938: 4.440892098500626e-16
5.196392201777297+-23.29991222544364: 8.881784197001252e-16
-1.8641832953916855+-4.514701342571747: 4.440892098500626e-16
-25.57454642198801+-37.419041652359255: 0.0
-17.896867263496784+9.757486390728708: 0.0
-9.60763158793257+-8.139380872768076: 0.0
-17.747012460700645+-16.660324485779345: -3.552713678800501e-15
-7.600945046943451+-10.287271336390052: 0.0
-34.40733694647999+1.955676281650537: -2.6645352591003757e-15
7.426287515326022+-5.478629387058883: 0.0
-6.445020657236451+2.301446154404881: 0.0
-40.96969236223353+-21.39234506339327: 0.0
-4.776876553985975+-9.853591600633921: 0.0
44.03439999069411+-9.807495189437798: 3.552713678800501e-15
3.633701522592073+-14.630468154619896: 0.0
-4.143574502831569+-10.901398874186318: 0.0
1.6353662213985878+-2.281140752793199: 0.0
0.8442350158198555+0.05647016564280415: -6.938893903907228e-18
-6.2716264458758895+0.1264351402964593: -3.3306690738754696e-16
5.54353555757118+-5.823315750400878: 0.0
-38.18029385434326+-1.664698414791865: -6.661338147750939e-16
2.0528091677837614+-2.61563602006291: 0.0
-1.9643430242104296+-10.996766632027823: 8.881784197001252e-16
0.9007051814626597+-0.6587696911153252: 0.0
-15.723898251328695+-18.103520023666345: 0.0
4.622822268143188+6.446088933373316: 8.881784197001252e-16
8.057031634288379+-6.3788846379634325: 0.0
13.318438163438397+-3.3903620321383183: 0.0
-32.45166066482945+-17.888216383333504: -3.552713678800501e-15
1.9476581282671388+-62.3620374256268: 2.6645352591003757e-15
-1.8658384705816329+-30.73986213752182: 3.1086244689504383e-15
-13.93870742430813+34.22690480125631: 0.0
-33.82741827499504+-12.961109656238254: -3.552713678800501e-15
11.068911201516503+-4.180226466072854: 0.0
-17.643711475652182+-0.17181085675835167: 3.885780586188048e-16
-17.815522332410534+-39.844992269135126: -3.552713678800501e-15
-0.6457745313946113+9.92807613130008: 0.0
-57.66051460154566+0.24193549034733441: -3.219646771412954e-15
-60.414379297359666+20.28819737694818: -3.552713678800501e-15
-46.78852793123329+-0.5628268522791484: 3.1086244689504383e-15
-40.12618192041148+1.678146996324946: -1.7763568394002505e-15
-57.41857911119832+9.282301599905468: 1.7763568394002505e-15
-38.448034924086535+4.077992477606911: -8.881784197001252e-16
-4.820715647442751+-15.044973377017888: 8.881784197001252e-16
-48.13627751129285+-19.86568902446064: 3.552713678800501e-15
-50.33987704816295+-32.605700608103454: 7.105427357601002e-15
-47.35135478351244+-62.993588074347265: 0.0
-68.0019665357535+-110.3449428578597: 0.0
6.888684735443649+-10.714517842930636: 0.0
-34.37004244647962+-0.13324111314353246: 1.1379786002407855e-15
-2.7572555887425256+-0.27978019282969857: 0.0
0.5423043808504469+-82.94557765626641: -6.217248937900877e-15
-178.3469093936132+-3.037035781572224: 4.440892098500626e-15
-181.38394517518543+-34.503283559623156: 0.0
-3.8258331074869876+-6.14519130557943: -8.881784197001252e-16
-215.8872287348086+-82.40327327541596: 0.0
-298.29050201022454+-9.971024413066417: -1.4210854715202004e-14
-17.51593752809461+-3.724780069150686: 0.0
-0.6292340782160858+3.7330159159894993: 1.1102230246251565e-16
-3.964489103859239+-26.034687393100462: 8.881784197001252e-16
-9.9847998709438+-14.94781395623801: 1.7763568394002505e-15
1.593178461652078+21.38351618256227: 1.5543122344752192e-15
-23.38292168883659+0.11169986228248045: -1.1796119636642288e-15
-64.25549921971626+10.837794650461674: 0.0
-11.288030404028808+-28.95931004576902: -1.7763568394002505e-15
-23.940844211500046+-49.803136329266884: -3.552713678800501e-15
-9.04357475573771+3.981186358187027: 0.0
22.976694644214348+-21.48657669122725: 0.0
-31.628424517168035+-2.6225889907686017: -3.552713678800501e-15
-25.436113661291394+-35.07296815715806: 0.0
-60.50908181844945+4.884608341031777: -1.7763568394002505e-15
-40.247340449797825+-2.288623924385837: 1.3322676295501878e-15
-30.478165861201898+17.16573076672759: 0.0
-12.625964130422359+16.998136439164863: 0.0
13.056500674445445+6.217566946369005: 8.881784197001252e-16
-24.93261382718181+19.27406762081445: 0.0
2.673436921734358+3.744575074723846: 0.0
-41.453635146232564+3.1037818377734134: 2.220446049250313e-15
-31.602085347196493+-29.78693851029307: 0.0
-0.06566235951313656+-1.8967798867436934: -8.326672684688674e-17
-47.31126848265005+-2.9310150330470033: 4.440892098500626e-16
-13.094680621617899+-7.082539641355755: 1.7763568394002505e-15
-97.71749347548356+-12.645384382700971: -3.552713678800501e-15
-10.597254117643923+-20.177220262973655: -1.7763568394002505e-15
-110.36287785818453+-36.62904574795819: 1.4210854715202004e-14
-42.53596437418366+-7.173538538995053: 8.881784197001252e-16
4.372172308742504+8.825399645638608: 0.0
-55.62447347741767+-53.09228371849054: 0.0
-3.0514555189250956+0.9630859687679314: 2.220446049250313e-16
15.095589336243538+2.0631693962278894: 1.3322676295501878e-15
-73.74398054076693+0.16973863605740028: -2.6367796834847468e-15
1.6352604771417634+-0.08204402974124712: -9.71445146547012e-17
