Random1
First layer
-1.673226602384395+-23.795140050150348: 1.3322676295501878e-15
-4.573340383881833+12.154108525063316: 0.0
-43.88764746310902+-0.8394787980699079: -2.886579864025407e-15
33.75349861525747+0.6434164106862896: -2.6645352591003757e-15
-1.8352774914058458+-11.554077293610495: -4.440892098500626e-16
-21.46980443990236+5.98518188267014: 0.0
-44.727126261178924+-10.737588832350943: 1.7763568394002505e-15
-13.38935478501634+4.810635469198209: 0.0
-37.71809074489977+-28.22055716114749: 7.105427357601002e-15
11.029519431680864+7.580768141181483: 0.0
-69.48979276558794+0.08487350724305358: -6.3976601794024646e-15
-55.46471509352987+22.294072922000407: 3.552713678800501e-15
35.88576121732529+-57.61901337239639: 0.0
8.069435796063665+25.13056698390023: 0.0
-26.489165338506133+13.821509680924384: 0.0
-21.7332521550711+9.952459954052932: 0.0
-26.314642034379432+-27.74341548779317: 3.552713678800501e-15
-4.746698922544408+18.610287572862347: -8.881784197001252e-16
33.200002779963896+-0.5323636470996206: 1.4432899320127035e-15
-11.780792201018167+23.749266880673712: 0.0
-33.170642171529465+20.149875556615388: 0.0
-69.40491925834488+-7.498558647499726: -5.329070518200751e-15
-44.80941591064102+-15.174917257400027: -1.7763568394002505e-15
-8.578719315818132+-3.7651261832054344: -8.881784197001252e-16
-65.69006471117471+0.09876956226374212: 1.7763568394002505e-15
32.667639132864274+1.6289646029558194: 8.881784197001252e-16
-25.994630740365018+-25.468366652534744: 3.552713678800501e-15
-59.98433316804105+-54.058057522172604: 0.0
-114.04239069021365+11.968474679655545: 1.7763568394002505e-15
-12.667655657581749+34.29660373582009: -1.7763568394002505e-15
13.86358865031794+34.39691502594376: -3.552713678800501e-15
-76.9034779058446+-13.020766614914077: 3.552713678800501e-15
-102.07391601055811+-65.59129514891097: 1.4210854715202004e-14
21.628948078238345+-167.6652111594691: -7.105427357601002e-15
-16.176500724331913+-89.92424452075868: 3.552713678800501e-15
48.260503676261706+-12.343845499023566: 0.0
-15.484622557232221+-22.059039946115327: 0.0
-65.93864790604727+35.91665817723814: 0.0
-106.1007452450906+-13.434030459317057: 0.0
-37.54366250334755+-51.462997392899766: 0.0
-30.021989728809125+-89.00665989624731: -7.105427357601002e-15
-146.03626308123074+-119.02864962505643: -2.842170943040401e-14
-265.06491270628715+-119.53477570440765: 0.0
10.663249549846515+1.8481998342357022: 2.220446049250313e-16
1.42529191745206+-0.04210385766369401: 5.551115123125783e-17
-9.376273853848549+3.9388644944879503: 4.440892098500626e-16
-2.9455239121485897+-1.8215728257156036: 0.0
-5.780014009051366+-4.212374282283825: 8.881784197001252e-16
-22.828133486648078+-9.286636799397206: 1.7763568394002505e-15
-19.443657403827856+-0.19782060182696137: 3.3306690738754696e-16
-1.4207808410449143+-36.64032352617445: 1.7763568394002505e-15
-13.520941679099364+-34.833591779924596: 1.7763568394002505e-15
-2.8645494949375845+-1.4615538719598262: 2.220446049250313e-16
0.7862463668963867+2.845103964092071: -1.1102230246251565e-16
-5.713135122788303+-2.152197993396618: -4.440892098500626e-16
22.546284769411645+-15.361584518874585: 0.0
-20.8848104469914+5.319694638952945: -8.881784197001252e-16
-43.201536541854246+5.711857796341525: -8.881784197001252e-16
-0.015272969188035349+2.0009252762374246: -1.3877787807814457e-17
0.10904523351419768+-10.353788323551589: -5.828670879282072e-16
-6.695628892081388+-24.002729084190104: 0.0
44.70111636951688+-1.8326769509841347: 2.220446049250313e-15
-10.320769822131382+0.42476852429962936: -3.885780586188048e-16
-2.4106611368655217+-4.148903427274501: 0.0
1.0879811339562253+-41.187829641125425: -1.3322676295501878e-15
-7.8332699241905495+38.52475367440889: 0.0
0.4574709522528864+-34.42547731352833: 2.942091015256665e-15
-24.90893863202279+-21.952425192503352: -3.552713678800501e-15
-3.5622570437143044+-46.51529944256826: -4.440892098500626e-16
-33.96800636127545+0.16421433966737456: 2.7755575615628914e-17
-7.421326335446775+-2.3433387316849896: -4.440892098500626e-16
8.816447768798966+-31.72075947422945: 0.0
3.571292557076564+-37.48967874551272: 3.552713678800501e-15
-26.154374748502622+-17.52930309825562: 0.0
-9.896001297831752+-3.8574236258828094: 0.0
-4.326103366897411+-15.925426785703099: -8.881784197001252e-16
11.020988202841977+5.485932317793458: -8.881784197001252e-16
30.691483750218342+-13.753424923714562: 0.0
3.631350330988458+-7.865333116184921: 4.440892098500626e-16
-15.565115808038453+-0.6106545940904953: -8.881784197001252e-16
-10.542877857248229+-13.036230691087308: 0.0
-23.579108548335537+-33.91838618843616: 3.552713678800501e-15
-44.057518624432596+-8.51141218760601: 1.7763568394002505e-15
-2.0647247356656657+-0.14048354687311848: 0.0
5.596447997260196+-16.375181135239682: 0.0
-9.441722810366807+-9.764665067131764: 0.0
1.7693606349413942+2.2001515192512615: -2.220446049250313e-16
12.511449384082217+7.184700250537061: 0.0
-22.90674133515938+-35.64978945712696: 0.0
-40.0998485071692+-10.778733137979486: 0.0
-10.362313096748093+-18.302601766152424: 0.0
-30.69835797627149+-7.779910908712392: 0.0
-31.458536116819324+-1.5485323681604732: -6.661338147750939e-16
18.793125702531235+-58.55653079228634: 0.0
-2.205208282538784+-10.278319531571752: 0.0
-5.437409359360599+1.383188059788366: 0.0
-43.68367784675824+-3.919498215870186: -1.3322676295501878e-15
-32.114770286045285+3.917198821721119: 4.440892098500626e-16
-4.2339827851964635+-33.0070684849798: -3.552713678800501e-15
-38.45800537558326+-4.767096737864193: 0.0
4.84109844798779+13.319610394962083: 0.0
-39.7634050897551+-21.509479541085696: 0.0
-22.904311705430484+-46.86136382452614: 3.552713678800501e-15
-12.483527814110536+18.160708842949873: 0.0
-21.27617762264946+1.9856523070493892: 6.661338147750939e-16
17.18435083525923+-10.381233280597062: 0.0
-61.2728846308408+-3.700895396854403: -3.9968028886505635e-15
-43.225102113447456+-16.175770402128947: 0.0
-4.054221299572233+-38.061104367219365: 8.881784197001252e-16
-52.56893081203861+5.1022138726215545: 0.0
-28.197571464324167+-37.24105127017626: 3.552713678800501e-15
16.93805882650378+-47.466716939417054: 0.0
-21.851071892892325+-64.9737800276952: -3.552713678800501e-15
-1.5877824359595416+1.7026480919373657: 0.0
3.969512154192656+-19.104756782610735: -8.881784197001252e-16
-27.78038340278379+-29.906092725303548: -3.552713678800501e-15
-50.07755648628257+-57.4974947367717: -7.105427357601002e-15
-86.82485192058752+-28.664914862900517: 0.0
-107.57505122305426+-57.686476128087335: -1.4210854715202004e-14
-69.76567552995662+6.803117554662169: 3.552713678800501e-15
3.8199376082306937+-6.173047206566698: 0.0
-25.835380647772332+-32.605550299672196: 0.0
-2.3531095983360046+1.614387361337434: 0.0
-19.641478005654818+-10.24474309003739: -1.7763568394002505e-15
-15.135244628418079+-1.9004136389711428: -1.5543122344752192e-15
-50.878581645148685+-59.4008725155764: 7.105427357601002e-15
-38.47826888498388+-47.60317606262843: 0.0
-2.79664871791364+-62.96255797529446: 8.881784197001252e-16
-42.1153256667916+16.96604278723701: 0.0
-6.156134536460405+-48.35453345902396: 1.7763568394002505e-15
-86.08144494761231+-19.29052531560007: -7.105427357601002e-15
19.483662604786428+0.11486565597782405: 8.881784197001252e-16
-0.7387222369985706+-16.281070338642014: -1.3322676295501878e-15
-65.7592066932081+-17.019792575640583: -3.552713678800501e-15
-110.2794541607251+-9.992388291335192: -3.552713678800501e-15
-105.37197026321238+-54.51066799548437: 0.0
16.506920520635436+5.677181028839337: -1.7763568394002505e-15
-82.77899926884868+-25.149282879554587: 3.552713678800501e-15
-58.44093094744453+-6.559564564140023: -4.440892098500626e-15
19.59852826076425+-165.26152735114158: -3.552713678800501e-15
-159.88263825869674+42.868439418532745: 0.0
-107.92828214840327+-17.03565826738922: 3.552713678800501e-15
7.258231365951498+-20.25153015260051: -8.881784197001252e-16
-120.27184245206028+-4.3199164421744625: -2.6645352591003757e-15
19.696149634619278+-33.803792021608075: 0.0
-19.20638787749857+-29.886221095692207: 0.0
-124.59175889423474+-115.48976678348804: -1.4210854715202004e-14
-117.014198840164+-14.107642386988797: 3.552713678800501e-15
-124.9639404157925+-65.43862273450043: -1.4210854715202004e-14
-30.528658112913273+22.184101549474775: 0.0
-145.66299909037733+0.8452416969421704: 2.7755575615628914e-15
-240.08152567772277+-190.4025631502929: 0.0
-430.4840888280157+-8.344556563438498: 1.7763568394002505e-14
-438.8286453914542+-12.99329878664901: -3.552713678800501e-15
-131.1218412271528+-65.00049551158455: 0.0
-451.8219441781032+-144.81775739343516: 0.0
-596.6397015715384+-49.09260897319078: -2.842170943040401e-14
-645.7323105447291+-196.12233673873735: -2.842170943040401e-14
1.6456338064608749+0.951805800663731: 1.1102230246251565e-16
2.1971338064673356+-1.8641832953916855: 0.0
2.688617356394834+-20.1628645980435: 1.3322676295501878e-15
0.1647989056695019+-3.8074727929041647: 5.551115123125783e-17
-21.39234506339327+-5.823315750400878: 1.7763568394002505e-15
-6.29138909591903+-4.514701342571747: 8.881784197001252e-16
-3.5364610120460207+-3.642673887234663: -4.440892098500626e-16
5.044054337230265+0.1264351402964593: -3.3306690738754696e-16
0.39107113743428645+0.033570063104519716: 6.938893903907228e-18
-7.2264045420977805+-0.13324111314353246: 2.498001805406602e-16
0.781775539432123+-16.091238958814763: -5.551115123125783e-16
0.46772975214726853+-0.3028854406199214: 0.0
-1.5936158630582107+4.2107947893601985: -2.220446049250313e-16
3.480677555655326+1.5649457275079612: 0.0
14.676213354958488+2.301446154404881: -8.881784197001252e-16
-13.198364438818897+-10.432774863175592: -1.7763568394002505e-15
13.531153756840496+0.009832343466675643: 7.008282842946301e-16
-19.03234923850096+10.473476245320002: 0.0
-6.2716264458758895+14.59322984118375: -8.881784197001252e-16
1.0637115558477148+13.54098610030717: 6.661338147750939e-16
4.077992477606911+-0.45812053422650617: 5.551115123125783e-17
-7.179134899280683+7.991882052671239: 0.0
-0.7765274550756938+10.571158932059415: 4.440892098500626e-16
-10.911231217652993+-2.673689258342527: 4.440892098500626e-16
-15.411387899308506+-18.61786486125582: -1.7763568394002505e-15
-19.521767917267443+-22.23087934405305: -3.552713678800501e-15
-10.806090438490777+-6.9566815607321875: -1.7763568394002505e-15
3.633701522592073+-3.640154858294976: 0.0
0.16484431152734713+-10.838176122507658: 5.551115123125783e-16
16.884131469140783+-0.31095629809986647: 9.992007221626409e-16
-7.359645655241313+16.97765950936337: -8.881784197001252e-16
0.8127471533905561+9.430734489815709: -8.881784197001252e-16
0.8442350158198555+6.917658374240357: 4.440892098500626e-16
9.79463147698372+-1.8522283041422978: -4.440892098500626e-16
-6.536198206895372+-4.180226466072854: 8.881784197001252e-16
-7.600945046943451+-17.012800647078386: 0.0
-10.716424672968227+1.5920904236488282: -4.440892098500626e-16
8.574661210327047+-0.17181085675835167: 3.885780586188048e-16
0.3663420001058219+5.803756311375936: 3.885780586188048e-16
-9.853591600633921+13.318438163438397: 0.0
-11.567805821719045+-18.120088988117487: 0.0
5.170489477526725+-10.673331810980311: 0.0
-5.502842333453587+-24.678409395665575: -8.881784197001252e-16
0.5423043808504469+-16.44015340036469: 8.881784197001252e-16
-2.694450698654869+1.0245188382320658: 0.0
6.170098311481757+-2.281140752793199: 0.0
10.243481643206266+5.410770158814576: 8.881784197001252e-16
-17.762771999222963+0.3329505110756501: -1.3322676295501878e-15
-1.0574979359233307+-9.124334249319398: 6.661338147750939e-16
-23.631139301994487+11.818056007156203: 0.0
5.54353555757118+-3.419153683459607: 0.0
-15.30946341938264+-1.8146546998639488: 2.220446049250313e-16
-17.47424724164867+16.573175171040916: 0.0
-13.480586890081625+-1.669931860422803: 2.220446049250313e-16
-2.7572555887425256+-17.12411811924659: -1.7763568394002505e-15
-10.18183218524273+7.9424031728414235: 0.0
0.42464120053880616+-3.3903620321383183: -1.1102230246251565e-16
-0.0064533357029028515+2.0528091677837614: 0.0
-29.687894809836532+-9.001677220168517: 3.552713678800501e-15
0.18816115941013084+-0.9010720706077535: -5.551115123125783e-17
-19.881373707989113+-4.0647121482030615: -8.881784197001252e-16
-22.555703422551705+3.619871943380405: -1.3322676295501878e-15
-34.029252760564326+-3.700515509969325: 3.1086244689504383e-15
2.0463558320808586+-0.647902711679296: 1.1102230246251565e-16
-41.75264726132049+7.761893390060212: 3.552713678800501e-15
8.32160339530786+-2.604913994467179: -4.440892098500626e-16
-33.99075387126028+-14.044303452652432: -3.552713678800501e-15
-15.150518750504428+-10.287271336390052: 0.0
-15.897849019514243+-2.965720831599512: 0.0
-2.239429012401306+-24.613745694021837: 0.0
8.402850353568695+-1.664698414791865: 2.220446049250313e-16
-23.946085856192173+-8.558872993180957: 1.7763568394002505e-15
1.3984531204015624+6.29828280414775: 0.0
-5.291123388153102+-1.1202001374734256: 4.440892098500626e-16
2.124381874111573+3.4648465628044764: 0.0
-18.9358314791713+-2.822355379645086: -8.881784197001252e-16
-26.853174706423143+-10.17383718954362: 1.7763568394002505e-15
-30.18125172911916+-11.813083294838284: 1.7763568394002505e-15
5.196392201777297+8.434110284710014: -8.881784197001252e-16
5.589228436916049+3.888957558688558: -8.881784197001252e-16
2.5974396071246058+14.604697656154885: 1.3322676295501878e-15
-38.68957203000505+0.05647016564280415: -2.8935187579293142e-15
11.985298244660594+-23.29991222544364: 0.0
17.20213726327949+2.617178926301988: -8.881784197001252e-16
-17.42982148814731+19.81931618958148: 0.0
-6.411323525626528+-0.6587696911153252: 1.1102230246251565e-16
-1.4163047276763585+-0.7129109111976226: 0.0
-25.43779008689448+-13.58492047599552: -3.552713678800501e-15
7.696735924549312+-37.027011895966766: 0.0
2.3894947014341668+-41.99433502395745: 0.0
-11.314613980783047+-21.758186858816384: 0.0
-18.863569851113756+-39.60484032252328: 3.552713678800501e-15
9.478185995604608+-2.0824258553311057: 4.440892098500626e-16
-33.07280083959943+13.630502486487313: 0.0
-58.46841017363704+-23.209161128222263: 0.0
-7.070093216741854+-48.03505732391271: -8.881784197001252e-16
7.395760140273502+-29.330275971417453: 0.0
9.618013854122058+-19.44229835311212: 0.0
-32.50495884937313+-2.129215638873981: -1.3322676295501878e-15
5.0456232831632875+-9.82428449899006: 0.0
-81.6775713018593+11.313373592780355: 3.552713678800501e-15
-34.63417448824711+-21.93451583114395: 3.552713678800501e-15
-56.56869031939107+2.2585617222704584: 1.3322676295501878e-15
-70.36419770907895+-27.215660813794152: 7.105427357601002e-15
-37.729768270533654+-38.633101864362246: 0.0
-55.10515054065456+-76.3628701348959: 0.0
-131.46802067555046+-54.31012859712061: 0.0
-39.02271056289+6.73815193877683: -8.881784197001252e-16
15.654251802020841+-0.5690855269645813: 3.3306690738754696e-16
15.08516627505626+-4.778661215826773: 0.0
-32.28455862411317+-8.642154463703786: -3.552713678800501e-15
10.306505059229487+-185.77814927267107: -7.105427357601002e-15
-97.57985852287311+5.716689400840682: 3.552713678800501e-15
-175.47164421344158+-40.92671308781695: 0.0
-216.39835730125853+-91.86316912203243: -1.4210854715202004e-14
-11.288030404028808+-7.5014835834704785: 8.881784197001252e-16
-17.127353421716734+-7.066712740616153: 8.881784197001252e-16
-49.803136329266884+4.884608341031777: -1.7763568394002505e-15
4.483635421343089+-3.5241383563978914: 0.0
-7.761386844915038+-2.6225889907686017: -8.881784197001252e-16
-4.559773058303654+-17.51593752809461: 8.881784197001252e-16
16.195198715098325+32.133368104180136: -3.552713678800501e-15
-12.625964130422359+16.998136439164863: 0.0
-3.083384497826067+-0.02218956840205647: 7.632783294297951e-17
-32.31347987002802+26.52891192291339: 0.0
1.593178461652078+-0.08204402974124712: -9.71445146547012e-17
-0.06566235951313656+21.38351618256227: 5.828670879282072e-16
-7.082539641355755+-7.770750298951277: 8.881784197001252e-16
-64.25549921971626+22.962602814353204: 0.0
-97.71749347548356+-36.75460585254484: 0.0
-36.62904574795819+-0.6292340782160858: 5.551115123125783e-16
-23.940844211500046+-47.31126848265005: 3.552713678800501e-15
3.071731383342836+0.16973863605740028: 2.7755575615628914e-17
-10.597254117643923+-3.964489103859239: -8.881784197001252e-16
-31.602085347196493+-7.173538538995053: 8.881784197001252e-16
3.241470019400236+4.77457179392602: 4.440892098500626e-16
-24.194066162332888+3.981186358187027: -8.881784197001252e-16
-9.9847998709438+-5.784567947114628: 0.0
3.390989138354258+0.08967880280492442: -4.163336342344337e-17
-6.863820199819607+-1.2028709889711158: -2.220446049250313e-16
48.328566819278464+17.460928541461744: 3.552713678800501e-15
4.372172308742504+0.11169986228248045: -2.914335439641036e-16
-12.645384382700971+3.7330159159894993: 0.0
-15.769367818058427+1.6352604771417634: 2.220446049250313e-16
-12.523155109836896+9.318181305667688: 0.0
10.837794650461674+0.005594207170200129: 5.898059818321144e-16
8.016041813326256+17.16573076672759: 1.7763568394002505e-15
13.056500674445445+-21.094213665634726: 0.0
65.7894953607402+-0.7599055023737706: -1.5543122344752192e-15
7.562174502196493+0.9630859687679314: 2.220446049250313e-16
2.673436921734358+-17.926489525593347: 8.881784197001252e-16
-71.2521126941501+-14.94781395623801: -1.7763568394002505e-15
3.744575074723846+3.6811738650545243: 0.0
21.317853823049134+0.6326592958651563: -3.3306690738754696e-16
-11.882537920919113+-30.31384429897647: 0.0
2.983721806283227+-1.4138098602764129: 0.0
-13.094680621617899+2.280217835369322: -4.440892098500626e-16
6.197634415414792+-14.853289940307032: -8.881784197001252e-16
-22.075710586398266+13.137603845421545: 0.0
-43.238719085787906+-21.48657669122725: 7.105427357601002e-15
-28.95931004576902+-15.25305260385899: -3.552713678800501e-15
-14.134107340916664+-35.07296815715806: 0.0
15.095589336243538+-10.814462786248576: 0.0
-18.789513987499287+8.525260470964424: 0.0
-86.19992665038811+-3.724780069150686: -3.552713678800501e-15
-3.3373846064780275+-2.9310150330470033: 0.0
-3.411118515810992+-44.918527988235105: -1.3322676295501878e-15
-8.65565552489224+-48.329646504046096: 0.0
-37.258279826174274+-53.09228371849054: 7.105427357601002e-15
-8.03771299118928+-8.912368466711472: -1.7763568394002505e-15
-128.3744217359422+-134.4720993280284: 0.0
25.181772580053845+-2.891588306841414: -8.881784197001252e-16
-49.20707549807472+-8.076076236337341: 1.7763568394002505e-15
-9.405176387404184+4.281126549994962: 0.0
-41.29289640536305+-26.034687393100462: -7.105427357601002e-15
-93.57218129910765+-0.06712985919858139: 5.995204332975845e-15
-42.19638221989558+5.019618636277646: -2.6645352591003757e-15
-29.78693851029307+-1.8967798867436934: 6.661338147750939e-16
-90.35056354466482+-2.288623924385837: -5.773159728050814e-15
-3.1055740662281237+-5.6464422281567375: -4.440892098500626e-16
-17.245771864475216+2.1449742785094803: 4.440892098500626e-16
-41.453635146232564+-31.628424517168035: 0.0
-14.56174322150316+65.02958985836644: 3.552713678800501e-15
8.825399645638608+-3.0514555189250956: 0.0
-10.264253516534863+2.0631693962278894: -4.440892098500626e-16
0.9594970649451975+-73.0820596634006: 8.881784197001252e-16
-5.124049837409222+4.483872171024985: 0.0
1.569911946006814+-6.268399639525031: 4.440892098500626e-16
50.46784663686327+10.843388857631874: 1.7763568394002505e-15
-8.201084120306973+-64.72529577701516: 0.0
-3.2049738041692084+-20.21287980414586: 1.7763568394002505e-15
-72.92637989732214+-67.32758379846351: 0.0
-140.25396369578564+-9.04357475573771: 1.2434497875801753e-14
-149.29753845152337+20.87725084223564: 0.0
-93.63931115830624+7.42574893977837: -2.6645352591003757e-15
-262.8465210639706+-2.1403928686873637: -2.0872192862952943e-14
-37.176763583617934+-38.775623886191546: 0.0
-6.012693483069155+-11.509808929532758: 0.0
-72.1225625984554+-44.212362649628005: 0.0
-116.33492524808341+-30.478165861201898: -1.0658141036401503e-14
-128.42028760928773+-86.21356221852787: 0.0
-214.6338498278156+-6.92840909937195: -2.6645352591003757e-15
-31.683718397036763+6.217566946369005: 8.881784197001252e-16
-25.436113661291394+-17.522502412601913: 3.552713678800501e-15
-16.95008145790075+22.290184273212432: 0.0
-15.100797585965736+-25.46615145066776: 0.0
-75.95238746980948+-10.38397583568364: 3.552713678800501e-15
5.340102815311681+5.773944126713513: 0.0
-23.41785360831507+21.95051311891429: 0.0
-1.4673404894007795+-42.95861607389331: 3.552713678800501e-15
-0.6401776663842371+-8.663163992417923: 8.881784197001252e-16
-92.63918746905065+-40.566949036633495: 7.105427357601002e-15
61.31123549449514+-133.20613650568416: -7.105427357601002e-15
-264.98691393265796+-146.8130911092853: -2.842170943040401e-14
-89.92470671953879+-56.985302028938335: 1.4210854715202004e-14
-8.938106740976721+-86.33636330549312: 0.0
-411.8000050419432+-57.283151734412066: -7.105427357601002e-15
11.114046942025194+-8.066691188790722: 0.0
-146.91000874847714+-23.38292168883659: -1.4210854715202004e-14
-95.27447004646984+-8.75201629438486: -1.7763568394002505e-15
-71.894901011189+-469.0831567763553: -5.684341886080802e-14
-221.56225892718754+-9.303341658802161: 7.105427357601002e-15
-230.8656005859897+-44.42595656329409: -1.4210854715202004e-14
-275.2915571492838+-104.0264863408547: 1.4210854715202004e-14
-379.3180434901385+3.4806679411591825: -1.4654943925052066e-14
-540.9780577875442+3.0473557532344717: 1.5987211554602254e-14
-537.9307020343098+1.511134431910831: 1.2656542480726785e-14
-375.8373755489793+-4.698487693518217: -2.842170943040401e-14
-380.5358632424975+-536.419567602399: 0.0
-916.9554308448965+-170.29293043731371: 5.684341886080802e-14
-40.883302112847474+4.033100341199465: 8.881784197001252e-16
3.3326493492961133+1.2884749172662278: 0.0
-28.676072764829797+3.9715632593889336: 4.440892098500626e-16
-3.401778935922344+-1.764564427669458: -4.440892098500626e-16
8.120278979707964+-7.5225054159166564: 0.0
23.64216709721903+-5.1663433635918015: -1.7763568394002505e-15
18.47582373362723+-33.46576876225008: 0.0
0.9918198312770244+0.11805357298021442: -4.163336342344337e-17
-15.73395232831253+-1.620268561779014: -2.220446049250313e-16
-5.426151470622954+0.9544807202430935: -3.3306690738754696e-16
13.471564925197411+0.026098364411597467: 3.920475055707584e-16
13.852139446354542+-2.820008206377584: -8.881784197001252e-16
-1.1363119478029897+-17.022465510576794: 1.1102230246251565e-15
-26.171904660767947+11.032131239976959: 0.0
-89.38022800138441+7.115164172140646: -6.217248937900877e-15
-82.26506382924376+-19.10059704143809: 3.552713678800501e-15
-4.876779748298011+-18.325557538227187: 1.7763568394002505e-15
-8.241465874153453+-19.625290474708375: -1.7763568394002505e-15
-32.92312432503524+-15.791520818645544: 0.0
-76.29559283495495+0.05128851705983529: 4.336808689942018e-15
-15.139773420790988+-4.227222839928312: 8.881784197001252e-16
-101.36566087068185+8.55482480092928: -1.7763568394002505e-15
-19.3669962607193+-76.24430431789511: 3.552713678800501e-15
2.9690446503423304+-46.723492486076566: -2.6645352591003757e-15
2.401454243436306+-10.269561713169594: 0.0
-95.61130057861442+3.5270199628544168: 6.217248937900877e-15
-2.042594714637374+10.128420639909633: 4.440892098500626e-16
-14.989945028622849+-9.331307790267513: 0.0
-15.749642228451405+-1.205460953222638: 1.1102230246251565e-15
-11.740211358089711+0.8300668715271449: 6.661338147750939e-16
-34.928528871858745+-20.7390896197601: 0.0
-64.24371871220188+-4.9253944633312114: 4.440892098500626e-15
-2.405390439705137+-14.123496562646114: 0.0
1.109873404257239+13.087004968852446: -6.661338147750939e-16
-12.575271352619293+-16.955103181674044: 0.0
-1.7806768960367343+-3.4468206107723827: 0.0
-18.158777458379785+1.754419504511317: -1.5543122344752192e-15
-23.2023372865252+-0.24430158818934244: -1.5543122344752192e-15
-40.74208166688529+13.646849855746543: -1.7763568394002505e-15
-2.5236204407744043+7.963143022601023: -4.440892098500626e-16
18.23382628442928+-0.027066827820447562: 6.626643678231403e-16
-6.071819469254768+-0.8329836206860137: -4.440892098500626e-16
-29.530374534293337+-24.32125281889036: 3.552713678800501e-15
-43.75444783573423+-0.38572255468831185: 2.4424906541753444e-15
-23.44663887471454+-48.714645143680784: -3.552713678800501e-15
4.621124266562341+-36.85020177164801: 8.881784197001252e-16
1.16129603661935+-72.16128401839532: 2.4424906541753444e-15
-53.8516273531837+-3.353110713813328: 1.3322676295501878e-15
31.16591585740958+2.0077866993067675: -2.6645352591003757e-15
-14.417177722114193+-2.9474966242006415: 8.881784197001252e-16
-17.364674346314835+9.615410037899576: 0.0
15.150079111166391+-0.15437504049365797: 1.6653345369377348e-16
-27.866756348861827+-5.227497506809117: -1.7763568394002505e-15
-26.399780014730197+-1.9661724017914084: -8.881784197001252e-16
-7.868107469733288+6.8931526014397955: 0.0
-70.99998798177597+2.149162633873161: 4.440892098500626e-16
-28.365952416521605+-0.6436408351222919: -9.992007221626409e-16
-29.009593251643896+18.206759456608832: 0.0
-92.08428061576001+-7.74926430841526: 3.552713678800501e-15
19.104206574900775+-26.259586380919007: 0.0
-7.155379806018232+5.439522581826619: 0.0
-54.5292202497107+-3.3202664900799963: -1.7763568394002505e-15
-24.704509505440864+-0.17154931793594277: -1.4710455076283324e-15
-27.095231811138746+3.5997261099432825: -8.881784197001252e-16
-92.81083606975257+0.04670789675689979: 3.3306690738754696e-16
-34.04207430075691+-18.573784933108207: 0.0
-23.495505701195462+-12.406794711528898: -1.7763568394002505e-15
-10.910144486562567+-40.86575233835395: -1.7763568394002505e-15
-23.222407040285447+0.5977735637913071: 0.0
-29.47690330850999+-33.09425385567094: 0.0
-24.876058823376805+-10.25719870317053: 3.552713678800501e-15
1.8496583932176527+11.91336371214093: 6.661338147750939e-16
-3.0282788204110833+-6.004878028787928: 0.0
-62.57115716418093+14.196878373109685: 1.7763568394002505e-15
-32.22907750508567+-43.16766505238686: -7.105427357601002e-15
-55.667618491618846+-68.85082534790281: 7.105427357601002e-15
33.17370255671635+-9.033156849199012: -1.7763568394002505e-15
-52.615859233865116+-51.775896824916515: -7.105427357601002e-15
-22.62463347649414+-17.354220890091543: -3.552713678800501e-15
-69.1691131755331+13.763022105358582: 1.7763568394002505e-15
-16.404357953868466+-1.839704729208385: 4.440892098500626e-16
-20.849238310648786+-18.24406268307685: -3.552713678800501e-15
-5.2326269379443815+-6.904803089940781: 0.0
-44.14017039042255+13.497663289609008: 0.0
-4.419098320145714+-36.64066022437576: 0.0
-39.97885436658568+8.085825925272259: -1.7763568394002505e-15
-75.39674255747252+0.778422635621987: -6.217248937900877e-15
-35.13325752654734+-55.40609107017452: -7.105427357601002e-15
-74.61831992185053+14.556593123175812: -3.552713678800501e-15
-99.83354492417527+4.022294208533034: -6.217248937900877e-15
-35.90230041272436+-104.39175605878162: 1.4210854715202004e-14
-140.294056471506+1.5184544287984922: 2.220446049250313e-16
-57.84948673979069+1.7183562195973359: -3.552713678800501e-15
-39.093300993725634+-0.9749548682934925: 1.7763568394002505e-15
-90.53934859672185+-29.975059297604986: 0.0
-30.64250710081354+-1.7158572241916126: 3.552713678800501e-15
-48.37427879107125+-4.47167075037986: -2.6645352591003757e-15
-60.06172679867471+-124.51844383952167: -1.4210854715202004e-14
-56.13113052019335+-41.05975854452147: 0.0
-97.19088906471482+-32.358364325005155: 0.0
-52.845949541451105+-31.89302844131342: 0.0
-92.76412817299567+14.995704070672733: 3.552713678800501e-15
-77.76842410232294+9.004180146303295: -3.552713678800501e-15
-57.20473806699703+-95.81125071564223: -7.105427357601002e-15
-120.51440789432684+-184.58017063819636: 0.0
-12.137430027885163+-84.73897798276452: -3.552713678800501e-15
24.14054570751734+-129.54925338971998: 7.105427357601002e-15
-96.87640801064968+-16.52888700235125: 3.552713678800501e-15
-10.802833795035063+-113.40529501300094: 7.105427357601002e-15
-40.06825586201913+-105.40870768220265: 0.0
-153.01598878263925+-68.76424395601964: 0.0
-221.7802327386589+-124.20812880803601: 2.842170943040401e-14
-138.7756020427075+-305.0945785325232: 2.842170943040401e-14
-443.87018057523073+-145.47696354422177: 2.842170943040401e-14
-345.98836154669493+-589.3471441194525: 0.0
-13.166824175058773+-31.114093884146968: -1.7763568394002505e-15
2.7917032561718544+-3.3967468075605254: 0.0
